新疆维吾尔自治区,8
广西壮族自治区,7
宁夏回族自治区,7
澳门特别行政区,7
香港特别行政区,7
内蒙古自治区,6
冶金工业部,5
人民解放军,5
西藏自治区,5
黑龙江省,4
国家电网,4
湖北省,3
上海市,3
江苏省,3
吉林省,3
浙江省,3
安徽省,3
福建省,3
江西省,3
山东省,3
辽宁省,3
河南省,3
重庆市,3
湖南省,3
广东省,3
海南省,3
河北省,3
四川省,3
贵州省,3
云南省,3
陕西省,3
甘肃省,3
青海省,3
电力部,3
公安部,3
冶金部,3
山西省,3
天津市,3
黑龙江,3
解放军,3
北京市,3
钓鱼岛,3
内蒙古,3
江苏,2
河南,2
山东,2
江西,2
福建,2
安徽,2
浙江,2
天津,2
上海,2
湖南,2
吉林,2
辽宁,2
山西,2
国电,2
河北,2
湖北,2
广西,2
广东,2
青海,2
国网,2
澳门,2
香港,2
台湾,2
新疆,2
宁夏,2
甘肃,2
海南,2
陕西,2
西藏,2
云南,2
贵州,2
四川,2
重庆,2
北京,2
